# X,Y,Penetration Depth,Frames to Capture
14.00,7.50,3.00,30.00
14.50,7.50,3.00,30.00
15.00,7.50,3.00,30.00
15.50,7.50,3.00,30.00
16.00,7.50,3.00,30.00
16.50,7.50,3.00,30.00
17.00,7.50,3.00,30.00
17.50,7.50,3.00,30.00
18.00,7.50,3.00,30.00
18.50,7.50,3.00,30.00
19.00,7.50,3.00,30.00
0.00,8.00,3.00,30.00
0.50,8.00,3.00,30.00
1.00,8.00,3.00,30.00
1.50,8.00,3.00,30.00
2.00,8.00,3.00,30.00
2.50,8.00,3.00,30.00
3.00,8.00,3.00,30.00
3.50,8.00,3.00,30.00
4.00,8.00,3.00,30.00
4.50,8.00,3.00,30.00
5.00,8.00,3.00,30.00
5.50,8.00,3.00,30.00
6.00,8.00,3.00,30.00
6.50,8.00,3.00,30.00
7.00,8.00,3.00,30.00
7.50,8.00,3.00,30.00
8.00,8.00,3.00,30.00
8.50,8.00,3.00,30.00
9.00,8.00,3.00,30.00
9.50,8.00,3.00,30.00
10.00,8.00,3.00,30.00
10.50,8.00,3.00,30.00
11.00,8.00,3.00,30.00
11.50,8.00,3.00,30.00
12.00,8.00,3.00,30.00
12.50,8.00,3.00,30.00
13.00,8.00,3.00,30.00
13.50,8.00,3.00,30.00
14.00,8.00,3.00,30.00
14.50,8.00,3.00,30.00
15.00,8.00,3.00,30.00
15.50,8.00,3.00,30.00
16.00,8.00,3.00,30.00
16.50,8.00,3.00,30.00
17.00,8.00,3.00,30.00
17.50,8.00,3.00,30.00
18.00,8.00,3.00,30.00
18.50,8.00,3.00,30.00
19.00,8.00,3.00,30.00
0.00,8.50,3.00,30.00
0.50,8.50,3.00,30.00
1.00,8.50,3.00,30.00
1.50,8.50,3.00,30.00
2.00,8.50,3.00,30.00
2.50,8.50,3.00,30.00
3.00,8.50,3.00,30.00
3.50,8.50,3.00,30.00
4.00,8.50,3.00,30.00
4.50,8.50,3.00,30.00
5.00,8.50,3.00,30.00
5.50,8.50,3.00,30.00
6.00,8.50,3.00,30.00
6.50,8.50,3.00,30.00
7.00,8.50,3.00,30.00
7.50,8.50,3.00,30.00
8.00,8.50,3.00,30.00
8.50,8.50,3.00,30.00
9.00,8.50,3.00,30.00
9.50,8.50,3.00,30.00
10.00,8.50,3.00,30.00
10.50,8.50,3.00,30.00
11.00,8.50,3.00,30.00
11.50,8.50,3.00,30.00
12.00,8.50,3.00,30.00
12.50,8.50,3.00,30.00
13.00,8.50,3.00,30.00
13.50,8.50,3.00,30.00
14.00,8.50,3.00,30.00
14.50,8.50,3.00,30.00
15.00,8.50,3.00,30.00
15.50,8.50,3.00,30.00
16.00,8.50,3.00,30.00
16.50,8.50,3.00,30.00
17.00,8.50,3.00,30.00
17.50,8.50,3.00,30.00
18.00,8.50,3.00,30.00
18.50,8.50,3.00,30.00
19.00,8.50,3.00,30.00
0.00,9.00,3.00,30.00
0.50,9.00,3.00,30.00
1.00,9.00,3.00,30.00
1.50,9.00,3.00,30.00
2.00,9.00,3.00,30.00
2.50,9.00,3.00,30.00
3.00,9.00,3.00,30.00
3.50,9.00,3.00,30.00
4.00,9.00,3.00,30.00
4.50,9.00,3.00,30.00
5.00,9.00,3.00,30.00
5.50,9.00,3.00,30.00
6.00,9.00,3.00,30.00
6.50,9.00,3.00,30.00
7.00,9.00,3.00,30.00
7.50,9.00,3.00,30.00
8.00,9.00,3.00,30.00
8.50,9.00,3.00,30.00
9.00,9.00,3.00,30.00
9.50,9.00,3.00,30.00
10.00,9.00,3.00,30.00
10.50,9.00,3.00,30.00
11.00,9.00,3.00,30.00
11.50,9.00,3.00,30.00
12.00,9.00,3.00,30.00
12.50,9.00,3.00,30.00
13.00,9.00,3.00,30.00
13.50,9.00,3.00,30.00
14.00,9.00,3.00,30.00
14.50,9.00,3.00,30.00
15.00,9.00,3.00,30.00
15.50,9.00,3.00,30.00
16.00,9.00,3.00,30.00
16.50,9.00,3.00,30.00
17.00,9.00,3.00,30.00
17.50,9.00,3.00,30.00
18.00,9.00,3.00,30.00
18.50,9.00,3.00,30.00
19.00,9.00,3.00,30.00
0.00,9.50,3.00,30.00
0.50,9.50,3.00,30.00
1.00,9.50,3.00,30.00
1.50,9.50,3.00,30.00
2.00,9.50,3.00,30.00
2.50,9.50,3.00,30.00
3.00,9.50,3.00,30.00
3.50,9.50,3.00,30.00
4.00,9.50,3.00,30.00
4.50,9.50,3.00,30.00
5.00,9.50,3.00,30.00
5.50,9.50,3.00,30.00
6.00,9.50,3.00,30.00
6.50,9.50,3.00,30.00
7.00,9.50,3.00,30.00
7.50,9.50,3.00,30.00
8.00,9.50,3.00,30.00
8.50,9.50,3.00,30.00
9.00,9.50,3.00,30.00
9.50,9.50,3.00,30.00
10.00,9.50,3.00,30.00
10.50,9.50,3.00,30.00
11.00,9.50,3.00,30.00
11.50,9.50,3.00,30.00
12.00,9.50,3.00,30.00
12.50,9.50,3.00,30.00
13.00,9.50,3.00,30.00
13.50,9.50,3.00,30.00
14.00,9.50,3.00,30.00
14.50,9.50,3.00,30.00
15.00,9.50,3.00,30.00
15.50,9.50,3.00,30.00
16.00,9.50,3.00,30.00
16.50,9.50,3.00,30.00
17.00,9.50,3.00,30.00
17.50,9.50,3.00,30.00
18.00,9.50,3.00,30.00
18.50,9.50,3.00,30.00
19.00,9.50,3.00,30.00
0.00,10.00,3.00,30.00
0.50,10.00,3.00,30.00
1.00,10.00,3.00,30.00
1.50,10.00,3.00,30.00
2.00,10.00,3.00,30.00
2.50,10.00,3.00,30.00
3.00,10.00,3.00,30.00
3.50,10.00,3.00,30.00
4.00,10.00,3.00,30.00
4.50,10.00,3.00,30.00
5.00,10.00,3.00,30.00
5.50,10.00,3.00,30.00
6.00,10.00,3.00,30.00
6.50,10.00,3.00,30.00
7.00,10.00,3.00,30.00
7.50,10.00,3.00,30.00
8.00,10.00,3.00,30.00
8.50,10.00,3.00,30.00
9.00,10.00,3.00,30.00
9.50,10.00,3.00,30.00
10.00,10.00,3.00,30.00
10.50,10.00,3.00,30.00
11.00,10.00,3.00,30.00
11.50,10.00,3.00,30.00
12.00,10.00,3.00,30.00
12.50,10.00,3.00,30.00
13.00,10.00,3.00,30.00
13.50,10.00,3.00,30.00
14.00,10.00,3.00,30.00
14.50,10.00,3.00,30.00
15.00,10.00,3.00,30.00
15.50,10.00,3.00,30.00
16.00,10.00,3.00,30.00
16.50,10.00,3.00,30.00
17.00,10.00,3.00,30.00
17.50,10.00,3.00,30.00
18.00,10.00,3.00,30.00
18.50,10.00,3.00,30.00
19.00,10.00,3.00,30.00
0.00,10.50,3.00,30.00
0.50,10.50,3.00,30.00
1.00,10.50,3.00,30.00
1.50,10.50,3.00,30.00
2.00,10.50,3.00,30.00
2.50,10.50,3.00,30.00
3.00,10.50,3.00,30.00
3.50,10.50,3.00,30.00
4.00,10.50,3.00,30.00
4.50,10.50,3.00,30.00
5.00,10.50,3.00,30.00
5.50,10.50,3.00,30.00
6.00,10.50,3.00,30.00
6.50,10.50,3.00,30.00
7.00,10.50,3.00,30.00
7.50,10.50,3.00,30.00
8.00,10.50,3.00,30.00
8.50,10.50,3.00,30.00
9.00,10.50,3.00,30.00
9.50,10.50,3.00,30.00
10.00,10.50,3.00,30.00
10.50,10.50,3.00,30.00
11.00,10.50,3.00,30.00
11.50,10.50,3.00,30.00
12.00,10.50,3.00,30.00
12.50,10.50,3.00,30.00
13.00,10.50,3.00,30.00
13.50,10.50,3.00,30.00
14.00,10.50,3.00,30.00
14.50,10.50,3.00,30.00
15.00,10.50,3.00,30.00
15.50,10.50,3.00,30.00
16.00,10.50,3.00,30.00
16.50,10.50,3.00,30.00
17.00,10.50,3.00,30.00
17.50,10.50,3.00,30.00
18.00,10.50,3.00,30.00
18.50,10.50,3.00,30.00
19.00,10.50,3.00,30.00
0.00,11.00,3.00,30.00
0.50,11.00,3.00,30.00
1.00,11.00,3.00,30.00
1.50,11.00,3.00,30.00
2.00,11.00,3.00,30.00
2.50,11.00,3.00,30.00
3.00,11.00,3.00,30.00
3.50,11.00,3.00,30.00
4.00,11.00,3.00,30.00
4.50,11.00,3.00,30.00
5.00,11.00,3.00,30.00
5.50,11.00,3.00,30.00
6.00,11.00,3.00,30.00
6.50,11.00,3.00,30.00
7.00,11.00,3.00,30.00
7.50,11.00,3.00,30.00
8.00,11.00,3.00,30.00
8.50,11.00,3.00,30.00
9.00,11.00,3.00,30.00
9.50,11.00,3.00,30.00
10.00,11.00,3.00,30.00
10.50,11.00,3.00,30.00
11.00,11.00,3.00,30.00
11.50,11.00,3.00,30.00
12.00,11.00,3.00,30.00
12.50,11.00,3.00,30.00
13.00,11.00,3.00,30.00
13.50,11.00,3.00,30.00
14.00,11.00,3.00,30.00
14.50,11.00,3.00,30.00
15.00,11.00,3.00,30.00
15.50,11.00,3.00,30.00
16.00,11.00,3.00,30.00
16.50,11.00,3.00,30.00
17.00,11.00,3.00,30.00
17.50,11.00,3.00,30.00
18.00,11.00,3.00,30.00
18.50,11.00,3.00,30.00
19.00,11.00,3.00,30.00
0.00,11.50,3.00,30.00
0.50,11.50,3.00,30.00
1.00,11.50,3.00,30.00
1.50,11.50,3.00,30.00
2.00,11.50,3.00,30.00
2.50,11.50,3.00,30.00
3.00,11.50,3.00,30.00
3.50,11.50,3.00,30.00
4.00,11.50,3.00,30.00
4.50,11.50,3.00,30.00
5.00,11.50,3.00,30.00
5.50,11.50,3.00,30.00
6.00,11.50,3.00,30.00
6.50,11.50,3.00,30.00
7.00,11.50,3.00,30.00
7.50,11.50,3.00,30.00
8.00,11.50,3.00,30.00
8.50,11.50,3.00,30.00
9.00,11.50,3.00,30.00
9.50,11.50,3.00,30.00
10.00,11.50,3.00,30.00
10.50,11.50,3.00,30.00
11.00,11.50,3.00,30.00
11.50,11.50,3.00,30.00
12.00,11.50,3.00,30.00
12.50,11.50,3.00,30.00
13.00,11.50,3.00,30.00
13.50,11.50,3.00,30.00
14.00,11.50,3.00,30.00
14.50,11.50,3.00,30.00
15.00,11.50,3.00,30.00
15.50,11.50,3.00,30.00
16.00,11.50,3.00,30.00
16.50,11.50,3.00,30.00
17.00,11.50,3.00,30.00
17.50,11.50,3.00,30.00
18.00,11.50,3.00,30.00
18.50,11.50,3.00,30.00
19.00,11.50,3.00,30.00
0.00,12.00,3.00,30.00
0.50,12.00,3.00,30.00
1.00,12.00,3.00,30.00
1.50,12.00,3.00,30.00
2.00,12.00,3.00,30.00
2.50,12.00,3.00,30.00
3.00,12.00,3.00,30.00
3.50,12.00,3.00,30.00
4.00,12.00,3.00,30.00
4.50,12.00,3.00,30.00
5.00,12.00,3.00,30.00
5.50,12.00,3.00,30.00
6.00,12.00,3.00,30.00
6.50,12.00,3.00,30.00
7.00,12.00,3.00,30.00
7.50,12.00,3.00,30.00
8.00,12.00,3.00,30.00
8.50,12.00,3.00,30.00
9.00,12.00,3.00,30.00
9.50,12.00,3.00,30.00
10.00,12.00,3.00,30.00
10.50,12.00,3.00,30.00
11.00,12.00,3.00,30.00
11.50,12.00,3.00,30.00
12.00,12.00,3.00,30.00
12.50,12.00,3.00,30.00
13.00,12.00,3.00,30.00
13.50,12.00,3.00,30.00
14.00,12.00,3.00,30.00
14.50,12.00,3.00,30.00
15.00,12.00,3.00,30.00
15.50,12.00,3.00,30.00
16.00,12.00,3.00,30.00
16.50,12.00,3.00,30.00
17.00,12.00,3.00,30.00
17.50,12.00,3.00,30.00
18.00,12.00,3.00,30.00
18.50,12.00,3.00,30.00
19.00,12.00,3.00,30.00
0.00,12.50,3.00,30.00
0.50,12.50,3.00,30.00
1.00,12.50,3.00,30.00
1.50,12.50,3.00,30.00
2.00,12.50,3.00,30.00
2.50,12.50,3.00,30.00
3.00,12.50,3.00,30.00
3.50,12.50,3.00,30.00
4.00,12.50,3.00,30.00
4.50,12.50,3.00,30.00
5.00,12.50,3.00,30.00
5.50,12.50,3.00,30.00
6.00,12.50,3.00,30.00
6.50,12.50,3.00,30.00
7.00,12.50,3.00,30.00
7.50,12.50,3.00,30.00
8.00,12.50,3.00,30.00
8.50,12.50,3.00,30.00
9.00,12.50,3.00,30.00
9.50,12.50,3.00,30.00
10.00,12.50,3.00,30.00
10.50,12.50,3.00,30.00
11.00,12.50,3.00,30.00
11.50,12.50,3.00,30.00
12.00,12.50,3.00,30.00
12.50,12.50,3.00,30.00
13.00,12.50,3.00,30.00
13.50,12.50,3.00,30.00
14.00,12.50,3.00,30.00
14.50,12.50,3.00,30.00
15.00,12.50,3.00,30.00
15.50,12.50,3.00,30.00
16.00,12.50,3.00,30.00
16.50,12.50,3.00,30.00
17.00,12.50,3.00,30.00
17.50,12.50,3.00,30.00
18.00,12.50,3.00,30.00
18.50,12.50,3.00,30.00
19.00,12.50,3.00,30.00
0.00,13.00,3.00,30.00
0.50,13.00,3.00,30.00
1.00,13.00,3.00,30.00
1.50,13.00,3.00,30.00
2.00,13.00,3.00,30.00
2.50,13.00,3.00,30.00
3.00,13.00,3.00,30.00
3.50,13.00,3.00,30.00
4.00,13.00,3.00,30.00
4.50,13.00,3.00,30.00
5.00,13.00,3.00,30.00
5.50,13.00,3.00,30.00
6.00,13.00,3.00,30.00
6.50,13.00,3.00,30.00
7.00,13.00,3.00,30.00
7.50,13.00,3.00,30.00
8.00,13.00,3.00,30.00
8.50,13.00,3.00,30.00
9.00,13.00,3.00,30.00
9.50,13.00,3.00,30.00
10.00,13.00,3.00,30.00
10.50,13.00,3.00,30.00
11.00,13.00,3.00,30.00
11.50,13.00,3.00,30.00
12.00,13.00,3.00,30.00
12.50,13.00,3.00,30.00
13.00,13.00,3.00,30.00
13.50,13.00,3.00,30.00
14.00,13.00,3.00,30.00
14.50,13.00,3.00,30.00
15.00,13.00,3.00,30.00
15.50,13.00,3.00,30.00
16.00,13.00,3.00,30.00
16.50,13.00,3.00,30.00
17.00,13.00,3.00,30.00
17.50,13.00,3.00,30.00
18.00,13.00,3.00,30.00
18.50,13.00,3.00,30.00
19.00,13.00,3.00,30.00
0.00,13.50,3.00,30.00
0.50,13.50,3.00,30.00
1.00,13.50,3.00,30.00
1.50,13.50,3.00,30.00
2.00,13.50,3.00,30.00
2.50,13.50,3.00,30.00
3.00,13.50,3.00,30.00
3.50,13.50,3.00,30.00
4.00,13.50,3.00,30.00
4.50,13.50,3.00,30.00
5.00,13.50,3.00,30.00
5.50,13.50,3.00,30.00
6.00,13.50,3.00,30.00
6.50,13.50,3.00,30.00
7.00,13.50,3.00,30.00
7.50,13.50,3.00,30.00
8.00,13.50,3.00,30.00
8.50,13.50,3.00,30.00
9.00,13.50,3.00,30.00
9.50,13.50,3.00,30.00
10.00,13.50,3.00,30.00
10.50,13.50,3.00,30.00
11.00,13.50,3.00,30.00
11.50,13.50,3.00,30.00
12.00,13.50,3.00,30.00
12.50,13.50,3.00,30.00
13.00,13.50,3.00,30.00
13.50,13.50,3.00,30.00
14.00,13.50,3.00,30.00
14.50,13.50,3.00,30.00
15.00,13.50,3.00,30.00
15.50,13.50,3.00,30.00
16.00,13.50,3.00,30.00
16.50,13.50,3.00,30.00
17.00,13.50,3.00,30.00
17.50,13.50,3.00,30.00
18.00,13.50,3.00,30.00
18.50,13.50,3.00,30.00
19.00,13.50,3.00,30.00
0.00,14.00,3.00,30.00
0.50,14.00,3.00,30.00
1.00,14.00,3.00,30.00
1.50,14.00,3.00,30.00
2.00,14.00,3.00,30.00
2.50,14.00,3.00,30.00
3.00,14.00,3.00,30.00
3.50,14.00,3.00,30.00
4.00,14.00,3.00,30.00
4.50,14.00,3.00,30.00
5.00,14.00,3.00,30.00
5.50,14.00,3.00,30.00
6.00,14.00,3.00,30.00
6.50,14.00,3.00,30.00
7.00,14.00,3.00,30.00
7.50,14.00,3.00,30.00
8.00,14.00,3.00,30.00
8.50,14.00,3.00,30.00
9.00,14.00,3.00,30.00
9.50,14.00,3.00,30.00
10.00,14.00,3.00,30.00
10.50,14.00,3.00,30.00
11.00,14.00,3.00,30.00
11.50,14.00,3.00,30.00
12.00,14.00,3.00,30.00
12.50,14.00,3.00,30.00
13.00,14.00,3.00,30.00
13.50,14.00,3.00,30.00
14.00,14.00,3.00,30.00
14.50,14.00,3.00,30.00
15.00,14.00,3.00,30.00
15.50,14.00,3.00,30.00
16.00,14.00,3.00,30.00
16.50,14.00,3.00,30.00
17.00,14.00,3.00,30.00
17.50,14.00,3.00,30.00
18.00,14.00,3.00,30.00
18.50,14.00,3.00,30.00
19.00,14.00,3.00,30.00
0.00,14.50,3.00,30.00
0.50,14.50,3.00,30.00
1.00,14.50,3.00,30.00
1.50,14.50,3.00,30.00
2.00,14.50,3.00,30.00
2.50,14.50,3.00,30.00
3.00,14.50,3.00,30.00
3.50,14.50,3.00,30.00
4.00,14.50,3.00,30.00
4.50,14.50,3.00,30.00
5.00,14.50,3.00,30.00
5.50,14.50,3.00,30.00
6.00,14.50,3.00,30.00
6.50,14.50,3.00,30.00
7.00,14.50,3.00,30.00
7.50,14.50,3.00,30.00
8.00,14.50,3.00,30.00
8.50,14.50,3.00,30.00
9.00,14.50,3.00,30.00
9.50,14.50,3.00,30.00
10.00,14.50,3.00,30.00
10.50,14.50,3.00,30.00
11.00,14.50,3.00,30.00
11.50,14.50,3.00,30.00
12.00,14.50,3.00,30.00
12.50,14.50,3.00,30.00
13.00,14.50,3.00,30.00
13.50,14.50,3.00,30.00
14.00,14.50,3.00,30.00
14.50,14.50,3.00,30.00
15.00,14.50,3.00,30.00
15.50,14.50,3.00,30.00
16.00,14.50,3.00,30.00
16.50,14.50,3.00,30.00
17.00,14.50,3.00,30.00
17.50,14.50,3.00,30.00
18.00,14.50,3.00,30.00
18.50,14.50,3.00,30.00
19.00,14.50,3.00,30.00
0.00,15.00,3.00,30.00
0.50,15.00,3.00,30.00
1.00,15.00,3.00,30.00
1.50,15.00,3.00,30.00
2.00,15.00,3.00,30.00
2.50,15.00,3.00,30.00
3.00,15.00,3.00,30.00
3.50,15.00,3.00,30.00
4.00,15.00,3.00,30.00
4.50,15.00,3.00,30.00
5.00,15.00,3.00,30.00
5.50,15.00,3.00,30.00
6.00,15.00,3.00,30.00
6.50,15.00,3.00,30.00
7.00,15.00,3.00,30.00
7.50,15.00,3.00,30.00
8.00,15.00,3.00,30.00
8.50,15.00,3.00,30.00
9.00,15.00,3.00,30.00
9.50,15.00,3.00,30.00
10.00,15.00,3.00,30.00
10.50,15.00,3.00,30.00
11.00,15.00,3.00,30.00
11.50,15.00,3.00,30.00
12.00,15.00,3.00,30.00
12.50,15.00,3.00,30.00
13.00,15.00,3.00,30.00
13.50,15.00,3.00,30.00
14.00,15.00,3.00,30.00
14.50,15.00,3.00,30.00
15.00,15.00,3.00,30.00
15.50,15.00,3.00,30.00
16.00,15.00,3.00,30.00
16.50,15.00,3.00,30.00
17.00,15.00,3.00,30.00
17.50,15.00,3.00,30.00
18.00,15.00,3.00,30.00
18.50,15.00,3.00,30.00
19.00,15.00,3.00,30.00
